SMILES,IC50,,,
Fc1cccc(CCNC(=O)C(N(C2CCC3OCCC3C2)C(=O)c2c[nH]cn2)c2cccnc2)c1,> 99.0,,,
COc1cc(ccc1S(=O)(=O)N(C)C)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1c[nH]cn1,> 99.0,,,
CCOc1ccc(cn1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1c[nH]cn1,> 99.0,,,
COc1ccccc1CN(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1c[nH]cn1,> 99.0,,,
COCc1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1c[nH]cn1,62.9,,,
CS(=O)(=O)Cc1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1c[nH]cn1,41.1,,,
COc1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1c[nH]cn1,93.7,,,
CC(C)Oc1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1c[nH]cn1,0.712,,,
FC(F)Oc1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1c[nH]cn1,22.1,,,
CC(C)S(=O)(=O)c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1c[nH]cn1,> 99.0,,,
Fc1cccc(CCNC(=O)C(N(C2CCCCCC2)C(=O)c2c[nH]cn2)c2cccnc2)c1,> 99.0,,,
Fc1cccc(CCNC(=O)C(N(Cc2cccnc2)C(=O)c2c[nH]cn2)c2cccnc2)c1,> 99.0,,,
Fc1cccc(CCNC(=O)C(N(Cc2ccccc2)C(=O)c2c[nH]cn2)c2cccnc2)c1,> 99.0,,,
CC(C)(C)c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1cn2ccccc2n1,18.2,,,
Cn1cncc1C(=O)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)c1ccc(cc1)C(C)(C)C,> 99.5,,,
CC(C)(C)c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1c[nH]cn1,0.292,,,
